order_id,product_id,productname,category,subcategory
CA-2017-108854,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders
CA-2017-108854,OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders
CA-2017-108854,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage
CA-2017-166856,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders
CA-2017-166856,TEC-AC-10004992,Kingston Digital DataTraveler 64GB USB 2.0,Technology,Accessories
CA-2016-153157,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones
US-2017-125647,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances
US-2017-125647,OFF-PA-10004888,Xerox 217,Office Supplies,Paper
US-2017-125647,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones
CA-2014-132542,OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders
CA-2015-110877,OFF-PA-10004621,Xerox 212,Office Supplies,Paper
CA-2015-110877,TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones
US-2016-151827,TEC-PH-10002789,LG Exalt,Technology,Phones
US-2016-151827,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories
US-2016-163258,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders
CA-2017-103009,OFF-PA-10001215,Xerox 1963,Office Supplies,Paper
US-2017-120649,OFF-AR-10001545,Newell 326,Office Supplies,Art
CA-2016-153598,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories
CA-2016-153598,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,Furnishings
US-2016-108497,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases
CA-2016-113096,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage
CA-2014-136861,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings
CA-2017-117422,OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances
CA-2017-117422,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper
CA-2017-117422,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Office Supplies,Binders
CA-2017-129707,OFF-AR-10000246,Newell 318,Office Supplies,Art
CA-2015-160171,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances
CA-2015-160171,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories
CA-2014-103317,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings
CA-2014-103317,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders
CA-2014-103317,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings
CA-2016-167115,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders
US-2017-153633,OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art
CA-2017-155929,OFF-PA-10000859,Unpadded Memo Slips,Office Supplies,Paper
CA-2015-148712,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Technology,Accessories
CA-2015-148712,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders
CA-2015-148712,OFF-AR-10000614,Barrel Sharpener,Office Supplies,Art
CA-2016-128307,OFF-EN-10003040,Quality Park Security Envelopes,Office Supplies,Envelopes
US-2016-127425,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones
US-2016-127425,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories
US-2014-119081,OFF-SU-10000157,Compact Automatic Electric Letter Opener,Office Supplies,Supplies
US-2014-119081,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,Technology,Accessories
US-2014-119081,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
US-2014-119081,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings
CA-2016-140613,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies
US-2017-108700,OFF-PA-10004733,Things To Do Today Spiral Book,Office Supplies,Paper
CA-2017-160962,OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage
CA-2017-160962,OFF-AR-10003056,Newell 341,Office Supplies,Art
CA-2017-130631,OFF-FA-10000089,Acco Glide Clips,Office Supplies,Fasteners
CA-2017-130631,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings
CA-2017-116680,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders
CA-2017-116680,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables
US-2014-107405,OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,Storage
CA-2017-101574,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings
CA-2014-146591,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders
CA-2014-146591,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper
CA-2014-146591,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes
CA-2014-146591,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases
CA-2014-107706,OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8 x 11",Office Supplies,Paper
CA-2016-122448,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs
CA-2014-132451,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs
CA-2014-132451,OFF-PA-10004888,Xerox 217,Office Supplies,Paper
CA-2016-158547,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances
CA-2017-116946,FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings
CA-2017-116946,OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage
CA-2017-116946,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
CA-2017-121741,OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage
CA-2017-169691,OFF-LA-10002312,Avery 490,Office Supplies,Labels
CA-2017-169691,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage
CA-2017-169691,OFF-PA-10003022,Xerox 1992,Office Supplies,Paper
CA-2016-121356,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders
CA-2014-101770,OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders
CA-2017-105487,TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones
CA-2017-105487,TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories
CA-2017-105487,TEC-AC-10003610,Logitech Illuminated - Keyboard,Technology,Accessories
CA-2017-105487,OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,Storage
CA-2017-148999,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs
CA-2014-107573,OFF-EN-10001099,Staple envelope,Office Supplies,Envelopes
CA-2015-156608,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders
CA-2017-134495,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones
CA-2017-134495,OFF-LA-10000262,Avery 494,Office Supplies,Labels
CA-2017-134495,OFF-AP-10002222,Staple holder,Office Supplies,Appliances
CA-2017-134495,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs
CA-2017-164098,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage
CA-2014-105249,OFF-SU-10001225,Staple remover,Office Supplies,Supplies
CA-2014-105249,OFF-LA-10002043,Avery 489,Office Supplies,Labels
CA-2014-105249,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases
CA-2015-113523,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
CA-2017-117821,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories
CA-2017-164378,OFF-AR-10001177,Newell 349,Office Supplies,Art
CA-2017-164378,OFF-LA-10000634,Avery 509,Office Supplies,Labels
CA-2017-164378,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories
CA-2017-164378,FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs
CA-2017-164378,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper
CA-2017-127782,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Furniture,Furnishings
CA-2017-127782,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances
CA-2017-127782,OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes
CA-2017-127782,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones
US-2016-162026,OFF-PA-10000167,Xerox 1925,Office Supplies,Paper
CA-2016-150000,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes
CA-2015-168529,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings
US-2017-152569,OFF-PA-10001736,Xerox 1880,Office Supplies,Paper
US-2017-152569,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones
US-2014-137680,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper
US-2014-137680,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper
CA-2015-103177,TEC-PH-10001795,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Technology,Phones
CA-2015-103177,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances
CA-2015-103177,TEC-PH-10001527,Plantronics MX500i Earset,Technology,Phones
US-2016-138408,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories
CA-2017-117667,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs
CA-2017-117667,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings
CA-2017-117667,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art
CA-2017-117667,OFF-PA-10002709,Xerox 1956,Office Supplies,Paper
CA-2017-117667,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories
CA-2016-110982,OFF-BI-10000829,Avery Non-Stick Binders,Office Supplies,Binders
CA-2016-110982,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances
CA-2016-147123,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper
CA-2017-154501,OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art
CA-2017-166933,OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners
CA-2015-142055,OFF-PA-10003465,Xerox 1912,Office Supplies,Paper
CA-2015-137106,TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones
CA-2017-136609,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,Paper
CA-2017-160885,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones
US-2016-167472,TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories
US-2016-167472,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
US-2016-167472,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories
US-2016-167472,OFF-PA-10000157,Xerox 191,Office Supplies,Paper
US-2016-167472,OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders
US-2016-167472,OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders
US-2016-167472,OFF-PA-10001534,Xerox 230,Office Supplies,Paper
CA-2015-120551,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders
US-2017-150595,FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs
US-2017-150595,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders
US-2017-150595,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies
CA-2016-134936,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables
CA-2016-134936,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders
CA-2016-134936,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders
CA-2017-102967,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage
CA-2017-151008,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings
CA-2017-151008,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Technology,Phones
CA-2014-159800,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances
CA-2014-159800,TEC-AC-10003447,Micropad Numeric Keypads,Technology,Accessories
US-2014-159618,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art
US-2014-159618,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies
US-2014-159618,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories
US-2014-159618,OFF-PA-10004100,Xerox 216,Office Supplies,Paper
US-2014-159618,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases
CA-2017-116113,FUR-FU-10002963,"Master Caster Door Stop, Gray",Furniture,Furnishings
CA-2015-125066,FUR-FU-10003829,Stackable Trays,Furniture,Furnishings
CA-2015-125066,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art
US-2015-114741,OFF-PA-10000048,Xerox 20,Office Supplies,Paper
US-2015-114741,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage
US-2015-114741,OFF-LA-10004853,Avery 483,Office Supplies,Labels
CA-2017-133263,OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders
CA-2017-133263,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers
CA-2017-133263,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders
CA-2017-157966,OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art
CA-2017-157966,TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,Machines
CA-2017-157966,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art
CA-2017-157966,FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs
CA-2017-157966,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers
CA-2017-157966,OFF-PA-10001934,Xerox 1993,Office Supplies,Paper
CA-2017-157966,TEC-PH-10001527,Plantronics MX500i Earset,Technology,Phones
CA-2014-151162,OFF-PA-10001033,Xerox 1893,Office Supplies,Paper
CA-2014-151162,OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders
CA-2014-151162,OFF-PA-10003036,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper
CA-2014-151162,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,Phones
CA-2014-151162,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Technology,Phones
CA-2016-136686,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings
CA-2016-136686,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances
CA-2017-137498,OFF-AR-10003829,Newell 35,Office Supplies,Art
CA-2017-137498,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs
CA-2017-137498,OFF-PA-10000143,Astroparche Fine Business Paper,Office Supplies,Paper
CA-2017-163818,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings
CA-2016-161158,OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art
CA-2014-116673,FUR-FU-10003829,Stackable Trays,Furniture,Furnishings
CA-2017-105333,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",Office Supplies,Storage
CA-2017-105333,TEC-PH-10001468,Panasonic Business Telephones KX-T7736,Technology,Phones
CA-2017-105333,OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage
CA-2015-149993,OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners
CA-2014-168158,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders
CA-2016-115224,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage
CA-2016-115224,OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage
CA-2014-164742,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
CA-2014-164742,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders
US-2017-108014,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders
CA-2017-160325,TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones
CA-2017-160325,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones
CA-2015-159779,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders
CA-2017-151176,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies
CA-2017-151176,OFF-AR-10000614,Barrel Sharpener,Office Supplies,Art
CA-2014-108903,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art
CA-2014-108903,OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes
CA-2014-108903,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories
CA-2016-117919,OFF-ST-10003572,Portfile Personal File Boxes,Office Supplies,Storage
CA-2016-117919,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper
CA-2015-142475,OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders
CA-2016-134516,FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings
CA-2016-134516,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
CA-2017-105193,OFF-AR-10001547,Newell 311,Office Supplies,Art
CA-2015-168634,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances
CA-2017-117198,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories
CA-2015-145828,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories
CA-2017-121027,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories
CA-2017-121027,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories
CA-2016-147431,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage
CA-2016-158001,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art
CA-2016-158001,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances
CA-2016-158001,OFF-AR-10001954,Newell 331,Office Supplies,Art
CA-2017-125745,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings
CA-2015-101154,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage
US-2016-124163,TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories
US-2016-124163,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art
US-2016-124163,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs
US-2016-124163,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings
CA-2016-121748,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories
CA-2016-121748,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories
CA-2014-126683,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings
CA-2014-126683,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables
CA-2017-148810,OFF-LA-10004689,Avery 512,Office Supplies,Labels
CA-2017-148810,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs
US-2016-146066,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables
CA-2014-127614,TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories
CA-2014-127614,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables
CA-2014-127614,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders
CA-2016-101742,OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders
CA-2015-134943,OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders
CA-2017-123022,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders
CA-2017-123022,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories
CA-2017-113208,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings
CA-2014-154893,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs
CA-2014-154893,FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs
CA-2014-147900,OFF-PA-10003063,EcoTones Memo Sheets,Office Supplies,Paper
CA-2017-106355,OFF-AR-10000246,Newell 318,Office Supplies,Art
CA-2016-127985,FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings
CA-2015-166604,OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes
CA-2017-120719,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders
CA-2017-127117,FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings
CA-2015-104241,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings
CA-2017-168179,OFF-PA-10001800,Xerox 220,Office Supplies,Paper
CA-2017-142342,OFF-PA-10004609,Xerox 221,Office Supplies,Paper
CA-2017-142342,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes
CA-2017-142342,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Office Supplies,Storage
CA-2017-142342,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases
CA-2017-109099,OFF-PA-10001033,Xerox 1893,Office Supplies,Paper
US-2014-134187,OFF-AR-10000940,Newell 343,Office Supplies,Art
CA-2016-145261,OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders
CA-2016-145261,OFF-AR-10004078,Newell 312,Office Supplies,Art
CA-2016-145261,OFF-PA-10003036,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper
CA-2016-145261,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories
CA-2016-145261,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables
CA-2016-145261,OFF-LA-10000407,Avery White Multi-Purpose Labels,Office Supplies,Labels
CA-2016-145261,TEC-PH-10004833,Macally Suction Cup Mount,Technology,Phones
CA-2016-108875,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings
CA-2016-108875,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Office Supplies,Storage
CA-2016-141957,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art
CA-2016-141957,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders
CA-2016-141957,OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage
CA-2016-141957,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage
CA-2016-142405,OFF-LA-10004093,Avery 486,Office Supplies,Labels
CA-2016-142405,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders
CA-2016-142405,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories
CA-2015-141012,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings
CA-2015-141012,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,Phones
CA-2017-127922,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,Office Supplies,Envelopes
CA-2017-127922,OFF-PA-10001204,Xerox 1972,Office Supplies,Paper
CA-2016-146318,OFF-PA-10003953,Xerox 218,Office Supplies,Paper
CA-2014-135993,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones
CA-2014-135993,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Technology,Accessories
CA-2014-126802,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings
CA-2016-143924,OFF-FA-10000735,Staples,Office Supplies,Fasteners
CA-2016-143924,OFF-PA-10002120,Xerox 1889,Office Supplies,Paper
CA-2016-141551,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
CA-2016-141551,OFF-PA-10001569,Xerox 232,Office Supplies,Paper
CA-2014-164315,OFF-PA-10004248,Xerox 1990,Office Supplies,Paper
CA-2014-164315,TEC-PH-10001128,Motorola Droid Maxx,Technology,Phones
CA-2014-164315,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances
